,Unnamed: 0,Serial Number,Material,Batch,Handling Unit,Date,Material Number,Time,Count.,Plant Responsible for UII,Created By,Created on,MovmtStatus,Handling unit status
0,0, 22183311     ,201301073350,161661N0HD,1000201857   ,06.12.2021,PV MODULES ELDORA VSP.72.335.05-36M    ,11:39:46,      ,                         ,BISWAJIT.H,06.12.2021,0050       ,Posted for GI                     
1,1, 22162797     ,200301073350,161652N0HD,1000201855   ,06.12.2021,PV MODULES ELDORA VSP.72.335.05-36M_18V,09:17:25,      ,                         ,PUSPENDU.M,06.12.2021,0020       ,Stock at a non-HU storage location
2,2, 22162806     ,200301073350,161652N0HD,1000201855   ,06.12.2021,PV MODULES ELDORA VSP.72.335.05-36M_18V,09:17:25,      ,                         ,PUSPENDU.M,06.12.2021,0020       ,Stock at a non-HU storage location
3,3, 22162815     ,200301073350,161652N0HD,1000201855   ,06.12.2021,PV MODULES ELDORA VSP.72.335.05-36M_18V,09:17:25,      ,                         ,PUSPENDU.M,06.12.2021,0020       ,Stock at a non-HU storage location
4,4, 22162819     ,200301073350,161652N0HD,1000201855   ,06.12.2021,PV MODULES ELDORA VSP.72.335.05-36M_18V,09:17:25,      ,                         ,PUSPENDU.M,06.12.2021,0020       ,Stock at a non-HU storage location
5,5, 22162820     ,200301073350,161652N0HD,1000201855   ,06.12.2021,PV MODULES ELDORA VSP.72.335.05-36M_18V,09:17:25,      ,                         ,PUSPENDU.M,06.12.2021,0020       ,Stock at a non-HU storage location
6,6, 22154122     ,200301063450,161650S0LD,1000201854   ,06.12.2021,PV MODULES ELDORA VSP.72.345.05-36M    ,09:17:01,      ,                         ,PUSPENDU.M,06.12.2021,0020       ,Stock at a non-HU storage location
7,7, 22292087     ,200201033500,151456N6HB,1000201853   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,03:38:25,      ,                         ,TANMOY.J  ,06.12.2021,0020       ,Stock at a non-HU storage location
8,8, 22290529     ,200201033500,151455N6LB,1000201852   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,03:37:59,      ,                         ,TANMOY.J  ,06.12.2021,0020       ,Stock at a non-HU storage location
9,9, 22288784     ,200201033500,151454N6LD,1000201850   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,03:37:18,      ,                         ,TANMOY.J  ,06.12.2021,0020       ,Stock at a non-HU storage location
10,10, 22290054     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
11,11, 22290206     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
12,12, 22290289     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
13,13, 22290386     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
14,14, 22291001     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
15,15, 22291163     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
16,16, 22291176     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
17,17, 22291195     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
18,18, 22291636     ,200201033500,151455N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
19,19, 22291693     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
20,20, 22291775     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
21,21, 22291808     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
22,22, 22291822     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
23,23, 22291859     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
24,24, 22291900     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
25,25, 22291931     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
26,26, 22291967     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
27,27, 22291981     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
28,28, 22291983     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
29,29, 22292033     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
30,30, 22292064     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
31,31, 22292066     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
32,32, 22292179     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
33,33, 22292188     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
34,34, 22292216     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
35,35, 22292322     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
36,36, 22292393     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
37,37, 22292410     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
38,38, 22292458     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
39,39, 22292568     ,200201033500,151456N6HD,1000201814   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,05:17:47,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
40,40, 22290566     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
41,41, 22290809     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
42,42, 22290819     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
43,43, 22290855     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
44,44, 22290874     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
45,45, 22291098     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
46,46, 22291211     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
47,47, 22291221     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
48,48, 22291313     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
49,49, 22291402     ,200201033500,151455N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
50,50, 22291659     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
51,51, 22291700     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
52,52, 22291769     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
53,53, 22291828     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
54,54, 22291833     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
55,55, 22291879     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
56,56, 22291941     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
57,57, 22291969     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
58,58, 22292031     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
59,59, 22292053     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
60,60, 22292287     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
61,61, 22292305     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
62,62, 22292345     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
63,63, 22292391     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
64,64, 22292505     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
65,65, 22292508     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
66,66, 22292537     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
67,67, 22292572     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
68,68, 22292574     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
69,69, 22292576     ,200201033500,151456N6HD,1000201813   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,01:06:28,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
70,70, 22291486     ,200201033500,151455N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
71,71, 22291932     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
72,72, 22291975     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
73,73, 22291998     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
74,74, 22292043     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
75,75, 22292046     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
76,76, 22292058     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
77,77, 22292067     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
78,78, 22292073     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
79,79, 22292074     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
80,80, 22292085     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
81,81, 22292104     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
82,82, 22292112     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
83,83, 22292114     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
84,84, 22292272     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
85,85, 22292277     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
86,86, 22292302     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
87,87, 22292304     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
88,88, 22292308     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
89,89, 22292316     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
90,90, 22292321     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
91,91, 22292328     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
92,92, 22292330     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
93,93, 22292336     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
94,94, 22292394     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
95,95, 22292522     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
96,96, 22292529     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
97,97, 22292534     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
98,98, 22292551     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
99,99, 22292567     ,200201033500,151456N6HD,1000201812   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:55:05,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
100,100, 22288576     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
101,101, 22288587     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
102,102, 22288694     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
103,103, 22288757     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
104,104, 22288801     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
105,105, 22288926     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
106,106, 22289059     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
107,107, 22289190     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
108,108, 22289201     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
109,109, 22289204     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
110,110, 22289225     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
111,111, 22289237     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
112,112, 22289303     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
113,113, 22289433     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
114,114, 22289461     ,200201033500,151454N6HD,1000201811   ,06.12.2021,PV MODULES ELDORA VSPH.72.350.05-36M_D ,00:53:08,      ,                         ,SUPRIYA.M ,06.12.2021,0020       ,Stock at a non-HU storage location
